№ ТРАНСАКЦІЇ;ДАТА;КОД ПЛАТНИК;НАЗВА ПЛАТНИКА;МФО ПЛАТНИКА;БАНК ПЛАТНИКА;КОД ОДЕРЖУВАЧ;НАЗВА ОДЕРЖУВАЧ;МФО ОДЕРЖУВАЧ;БАНК ОДЕРЖУВАЧ;СУМА;ПРИЗНАЧЕННЯ ПЛАТЕЖУ
12270027;20.01.2016;38621185;МОН України;820172;ДКСУ;01189979;КМД УДППЗ"Укрпошта";322669;ГУ ОЩАДБАНКУ ПО М.КИЄВУ І ОБЛ.;60499,07;"#2201080#,#2730#,#Презид.стип.за01м16р.#,#Вiдпрв.пошт.перек.за списк.через ВЗ-01001.Сума перек.-59607,00грн.за перек.грош.-892,07грн. п.п.196.1.5ПК#,#БезПДВ#"
12893831;28.01.2016;38621185;МОН України;820172;ДКСУ;37995466;Шевчен. УК/Шевч.р-нi м.Києва/11011000;820019;ГУДКСУ у м.Києві;16475,36;"*10138621185КПКВК 2201010 КЕКВ 2111вiйськовий збiр iз зароб.плати за сiчень 2016р."
12913134;28.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТ КБ"ПРИВАТ БАНК";320649;Ф"РОЗРАХ.ЦЕНТР"ЗАТКБ ПРИВАТБАНКУ, КИЇВ;16447,97;"Перерахування допомоги по тимчасовiй непрацездатностi за 11-12м15р.,нарах.в 01м16р.Зг.дог.xxxxвiд07.04.xxxxр."
12065701;15.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТ КБ"ПРИВАТ БАНК";320649;Ф"РОЗРАХ.ЦЕНТР"ЗАТКБ ПРИВАТБАНКУ, КИЇВ;9106,84;"#2201010#,#2250#,#Перерах.вiдшкод.вiдрядж.в меж.Укр.за I-пол.сiчня 2016р.на карт.рах.#,#зг.реєстр.аванс.звiт№1вiд14,01,16р, дог.14321000029вiд07.04.2014р.#"
12064285;15.01.2016;38621185;МОН України;820172;ДКСУ;37995466;Шевчен. УК/Шевч.р-нi м.Києва/11011000;820019;ГУДКСУ у м.Києві;8264,19;"*10138621185КПКВК 2201010 КЕКВ 2111 Вiйськовий збiр iз зароб.плати за I-пол.сiчня 2016р."
13763499;11.02.2016;38621185;МОН України;820172;ДКСУ;37567646;ДЕРЖКАЗНАЧЕЙСЬКА СЛУЖБА УКРАЇНИ,М КИЇВ;820172;ДКСУ;8055,00;"22010802730Презид.стип.за02м16р.Готiвка по чеку №5393216"
12265438;20.01.2016;38621185;МОН України;820172;ДКСУ;37567646;ДЕРЖКАЗНАЧЕЙСЬКА СЛУЖБА УКРАЇНИ,М КИЇВ;820172;ДКСУ;8055,00;"#2201080#,#2730#,#Презид.стип.за01м16р.#,#Готiвка по чеку №5393215#"
13761740;11.02.2016;38621185;МОН України;820172;ДКСУ;37995466;Шевчен. УК/Шевч.р-нi м.Києва/11011000;820019;ГУДКСУ у м.Києві;8035,09;"*10138621185КПКВК 2201010 КЕКВ 2111вiйськовий збiр iз зароб.плати за I-пол.лютого 2016р."
12883930;28.01.2016;38621185;МОН України;820172;ДКСУ;21678396;Профком МО України;322669;ГУ ОЩАДБАНКУ ПО М.КИЄВУ І ОБЛ.;5919,22;"22010102111утримання проф.внескiв iз зароб.плати за сiчень 2016р.,80%"
13176740;29.01.2016;38621185;МОН України;820172;ДКСУ;01189979;КМД УДППЗ"Укрпошта";322669;ГУ ОЩАДБАНКУ ПО М.КИЄВУ І ОБЛ.;4905,33;"22010802730 Стип. за 01.2016р Вiдправ. пошт.перек.за спис. через ВЗ-01001. Сума-4833,00грн, за перек.кошт-72,33грн"
13759521;11.02.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТ КБ"ПРИВАТ БАНК";320649;Ф"РОЗРАХ.ЦЕНТР"ЗАТКБ ПРИВАТБАНКУ, КИЇВ;3617,91;"22010102250перерах.вiдшкод.вiдрядж.в меж.Укр.за I-пол.лютого2016р.на карт.рах.зг.реєстр.аванс.звiт№14вiд10,02,16р, дог.14321000029вiд07.04.2014р."
12912627;28.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТ КБ"ПРИВАТ БАНК";320649;Ф"РОЗРАХ.ЦЕНТР"ЗАТКБ ПРИВАТБАНКУ, КИЇВ;3376,26;"22010102250перерах.вiдшкод.вiдрядж.в меж.Укр.за сiчень 2016р.на карт.рах.зг.реєстр.аванс.звiт№8вiд27.01,16р, дог.14321000029вiд07.04.2014р."
13765371;11.02.2016;38621185;МОН України;820172;ДКСУ;01189979;КМД УДППЗ"Укрпошта";322669;ГУ ОЩАДБАНКУ ПО М.КИЄВУ І ОБЛ.;3270,22;"22010802730Стип.за 02.2016 Вiдправ.пошт.перек.за спис через ВЗ-0100. Сума-3222,00грн, за перек.кошт-48,22 грн"
12886451;28.01.2016;38621185;МОН України;820172;ДКСУ;39561761;ДПI У ШЕВЧЕНКIВСЬКОМУ Р.;820019;ГУДКСУ у м.Києві;3268,04;"*10138621185КПКВК 2201010 КЕКВ 2120 сплата ЄСВ нарах.на зароб.плату за сiчень 2016р.,8,41%"
12910771;28.01.2016;38621185;МОН України;820172;ДКСУ;09322277;ТВБВ 10026/0145;322669;ГУ ОЩАДБАНКУ ПО М.КИЄВУ І ОБЛ.;2271,82;"xxxxxxxxперерах.зар/пл.за сiчень xxxxр.заява вiд10.03.xxxxр.Бороденко Людмила Юрiївна.особ.рах.xxxx"
12891224;28.01.2016;38621185;МОН України;820172;ДКСУ;37995466;Шевчен. УК/Шевч.р-нi м.Києва/11010100;820019;ГУДКСУ у м.Києві;2171,15;"*101xxxxПодаток.на доходи фiз.осiб з допомоги по тимчасовiй непрацездатностi за 11-12м15р..нарах.в 01м16р."
13755149;11.02.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Кутько Iгор Iванович;351629;ВАТ "МЕГАБАНК" У М.ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx Iд xxxx Кутько Iгор Iванович о/б 1%-16,11грнУк. Пр.07.11.xxxx №858"
13123322;29.01.2016;38621185;МОН України;820172;ДКСУ;00039002;ПАТ "Промiнвестбанк";300012;АК ПРОМІНВЕСТБАНК (ЗАТ);1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx о/р xxxx Iд xxxx Рудавська Ганна Богданiвна о/б 1%-16,11 грн.Роз.Пр 04.11.xxxx №270"
13751774;11.02.2016;38621185;МОН України;820172;ДКСУ;00039002;ПАТ "Промiнвестбанк";300012;АК ПРОМІНВЕСТБАНК (ЗАТ);1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx о/р xxxx Iд xxxx Рудавська Ганна Богданiвна о/б 1%-16,11 грн Роз.Пр.04.11.xxxx №270"
13169434;29.01.2016;38621185;МОН України;820172;ДКСУ;00039019;ПАТ "УКРСОЦБАНК";300023;АКБ СОЦІАЛЬНОГО РОЗВИТКУ "УКРСОЦБАНК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx о/р xxxx Iд xxxx Кравець Iван Андрiйович о/б 1%-16,11 грн.Ук.Пр 20.07.xxxx №452"
13168242;29.01.2016;38621185;МОН України;820172;ДКСУ;00039019;ПАТ "УКРСОЦБАНК";300023;АКБ СОЦІАЛЬНОГО РОЗВИТКУ "УКРСОЦБАНК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx о/р xxxx Iд  xxxx Греков Анатолiй Петрович о/б 1%-16,11 грн.Роз.Пр 11.04.xxxx №131"
13130512;29.01.2016;38621185;МОН України;820172;ДКСУ;00039019;ПАТ "УКРСОЦБАНК";300023;АКБ СОЦІАЛЬНОГО РОЗВИТКУ "УКРСОЦБАНК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx о/р xxxxIд xxxx Фельдман Лев Петрович о/б 1%-16,11 грн.Ук.Пр 30.07.xxxx №412"
13759767;11.02.2016;38621185;МОН України;820172;ДКСУ;00039019;ПАТ "УКРСОЦБАНК";300023;АКБ СОЦІАЛЬНОГО РОЗВИТКУ "УКРСОЦБАНК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx о/р xxxx Iд xxxx Греков Анатолiй Петрович о/б 1%-16,11 грнРоз. Пр.11.04.xxxx №131"
13752196;11.02.2016;38621185;МОН України;820172;ДКСУ;00039019;ПАТ "УКРСОЦБАНК";300023;АКБ СОЦІАЛЬНОГО РОЗВИТКУ "УКРСОЦБАНК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx о/р xxxx Iд  xxxx Кравець iван Андрiйович о/б 1%-16,11 грнУк. Пр.20.07.xxxx №452"
13756831;11.02.2016;38621185;МОН України;820172;ДКСУ;00039019;ПАТ "УКРСОЦБАНК";300023;АКБ СОЦІАЛЬНОГО РОЗВИТКУ "УКРСОЦБАНК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx о/р xxxx Iд xxxx Фельдман Лев Петрович о/б 1%-16,11 грнУк. Пр.30.07.xxxx №412"
13146336;29.01.2016;38621185;МОН України;820172;ДКСУ;09804119;ПАТ Мегабанк;351629;ВАТ "МЕГАБАНК" У М.ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx п/р xxxxIд xxxx Урбанович Павло павлович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13755601;11.02.2016;38621185;МОН України;820172;ДКСУ;09804119;ПАТ Мегабанк;351629;ВАТ "МЕГАБАНК" У М.ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx п/рxxxx Iд xxxxУрбанович Павло Павлович о/б 1%-16,11грнУк. Пр.07.11.xxxx №858"
13181160;29.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx карт рах xxxx Iд xxxx Чепкiй Леонард Петрович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13124936;29.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx к/р№xxxx Iд xxxx Томiлiн Юрiй Андрiйович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13140478;29.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx карт рах xxxx Iд xxxx Кондратьєв Радомир Iванович о/б 1%-16,11 грн.Ук.Пр.07.11.xxxx №858"
13140436;29.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx к/р №xxxx Iд xxxx Воронiн Корнелiй Валентинович о/б 1%-16,11 грн.Указ.През вiд 07.11.xxxx №858"
13154616;29.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx к/р xxxx Iд xxxx Клепiков Володимир Борисович о/б 1%-16,27 грн.Указ.През вiд 07.11.xxxx №858"
13120565;29.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx карт рах xxxx Iд xxxx Протопопова Вiра Вiкторiвна о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13119904;29.01.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx карт рах xxxx Iд Рудик Станiстлав Костянтинович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13765581;11.02.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx о/р xxxx Iд xxxx Рудик Станiслав Костянтинович о/б 1%-16,11 грнУк. Пр.07.11.xxxx №858"
13763303;11.02.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx карт.рах xxxx Iд xxxx Чепкiй Леонард Петрович 1%-16,11 грнУк. Пр.07.11.xxxx №858"
13769297;11.02.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx к/р №xxxx Iд xxxx Воронiн Корнелiй Валентинович о/б 1%-16,11 грнУк. Пр.07.11.xxxx №858"
13752435;11.02.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx карт рах xxxx Iд xxxx Протопопова Вiра Вiкторiвна о/б 1%-16,11 грнУк. Пр.07.11.xxxx №858"
13753200;11.02.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx карт.р xxxx Iд xxxx Кондратьєв Радомир iванович о/б 1%-16,11 грнУк. Пр.07.11.xxxx №858"
13758775;11.02.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx к/р xxxx Iд xxxxКлепiков Володимир Борисович о/б 1%-16,11 грнУк. Пр.07.11.xxxx №858"
13757204;11.02.2016;38621185;МОН України;820172;ДКСУ;14360570;ПАТКБ"ПриватБанк";305299;КБ "ПРИВАТБАНК" М.ДНІПРОПЕТРОВСЬК;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx к/р xxxx Iд xxxx Томiлiн Юрiй Андрiйовичо/б 1%-16,11 грнУк. Пр.07.1.xxxx №858"
13144417;29.01.2016;38621185;МОН України;820172;ДКСУ;14360920;ПАТ КБ"ПравексБанк";380838;Test Bank;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx СР xxxx №xxxx Iд xxxx Борисова Алла Лукiнiчна о/б 1%-16,11грн. Ук.Пр 30.07.xxxx №412"
13159861;29.01.2016;38621185;МОН України;820172;ДКСУ;14360920;ПАТ КБ"ПравексБанк";380838;Test Bank;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx тех/рах 007Тxxxx Iд xxxx Новiков Володимир Стефанович о/б 1%-16,11грн. Ук.Пр 07.11.xxxx №857"
13752534;11.02.2016;38621185;МОН України;820172;ДКСУ;14360920;ПАТ КБ"ПравексБанк";380838;Test Bank;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx СР xxxx №xxxx Iд xxxx Борисова Алла Лукiнiчна о/б 1%-16,11 грнУк. Пр.30.07.xxxx №412"
13753961;11.02.2016;38621185;МОН України;820172;ДКСУ;14360920;ПАТ КБ"ПравексБанк";380838;Test Bank;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx тех/рах 007Тxxxx Iд xxxx Новiков Володимир Стефанович  о/б 1%-16,11 грнУк. Пр.07.11.xxxx №857"
13169963;29.01.2016;38621185;МОН України;820172;ДКСУ;14361575;ПАТ "КРЕДI АГРIКОЛЬ БАНК";300614;АТ "ІHДУСТРІАЛЬHО-ЕКСПОРТHИЙ БАHК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx о/р xxxx Iд  xxxx Молчанов Iгор Миколайович о/б 1%-16,11 грн.Ук.Пр 30.07.xxxx №412"
13764665;11.02.2016;38621185;МОН України;820172;ДКСУ;14361575;ПАТ "КРЕДI АГРIКОЛЬ БАНК";300614;АТ "ІHДУСТРІАЛЬHО-ЕКСПОРТHИЙ БАHК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx о/р xxxx Iд  xxxx Молчанов Iгор Миколайович о/б 1%-16,11 грнУк. Пр.30.07.xxxx №412"
13173372;29.01.2016;38621185;МОН України;820172;ДКСУ;19362160;АТ Укрексiмбанк;351618;Ф-Я ВАТ "УКРЕКСІМБАНК", ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx  кар рах xxxxIд  xxxx Малєєв Володимир Якович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13765621;11.02.2016;38621185;МОН України;820172;ДКСУ;19362160;АТ Укрексiмбанк;351618;Ф-Я ВАТ "УКРЕКСІМБАНК", ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx кар рахxxxx Iд  xxxx Малєєв Володимир Якович о/б 1%-16,11грн Ук. Пр.07.11.xxxx №858"
13131367;29.01.2016;38621185;МОН України;820172;ДКСУ;19364259;ПАТ КБ"Хрещатик";300670;ВАТ КОМЕРЦІЙНИЙ БАНК "ХРЕЩАТИК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx о/р xxxx Iд  xxxx Бушин Микола Iванович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13762863;11.02.2016;38621185;МОН України;820172;ДКСУ;19364259;ПАТ КБ"Хрещатик";300670;ВАТ КОМЕРЦІЙНИЙ БАНК "ХРЕЩАТИК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx о/р xxxx Iд xxxx Бушин Микола Iванович о/б 1%-16,11грнУк. Пр.07.11.xxxx №858"
13162566;29.01.2016;38621185;МОН України;820172;ДКСУ;20496061;АТ "МетаБанк";313582;АБ "МЕТАЛУРГ", М.ЗАПОРІЖЖЯ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx о/р xxxx Iд xxxx Ольшанецький Вадим Юхимович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13755591;11.02.2016;38621185;МОН України;820172;ДКСУ;20496061;АТ "МетаБанк";313582;АБ "МЕТАЛУРГ", М.ЗАПОРІЖЖЯ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx о/р xxxx Iд xxxx Ольшанецький Вадим Юхимович о/б 1%-16,11 грн Ук.Пр.07.11.xxxx №858"
13175596;29.01.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Лiпський Григорiй Євгенович;380805;АППБ "АВАЛЬ";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx Iд xxxx Лiпський Григорiй Євгенович о/б 1%-16,11 грн.Ук.Пр 30.07.xxxx №412"
13165511;29.01.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Тунiк Анатолiй Азарiйович;322904;КИЇВСЬКА РЕГ.ДИРЕКЦІЯ (Ф) АППБ "АВАЛЬ";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx к/р СКР xxxx Iд  xxxx Тунiк Анатолiй Азарiйович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13172900;29.01.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Кузнецов Юрiй Миколайович;322904;КИЇВСЬКА РЕГ.ДИРЕКЦІЯ (Ф) АППБ "АВАЛЬ";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx к/рах xxxx Iд xxxx Кузнецов Юрiй Миколайович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13171552;29.01.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Березненко Микола Петрович;380838;Test Bank;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx Iд xxxx Березненко Микола Петрович о/б 1%-16,11 грн.Ук.Пр 03.03.xxxx №259"
13132497;29.01.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Михайленко Всеволод Євдокимович;300614;АТ "ІHДУСТРІАЛЬHО-ЕКСПОРТHИЙ БАHК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxxIд xxxx Михайленко Всеволод Євдокимович о/б 1%-16,11 грн.Ук.Пр 29.11.xxxx №661"
13142093;29.01.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Бугров Олексiй Дмитрович;351005;АКЦ.-КОМ.ІННОВ.БАНК"УКРСИББАНК",ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx Iд xxxx Бугров Олексiй Дмитрович о/б 1%-16,11 грн.Ук.Пр 20.07.xxxx №452"
13121819;29.01.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Кутько Iгор Iванович;351629;ВАТ "МЕГАБАНК" У М.ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxxIд xxxx Кутько Iгор Iванович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №858"
13162988;29.01.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Бiлокриницький Василь Степанович;351005;АКЦ.-КОМ.ІННОВ.БАНК"УКРСИББАНК",ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 01.xxxx Iд xxxx Бiлокриницький Василь Степанович о/б 1%-16,11 грн.Ук.Пр 07.11.xxxx №857"
13763536;11.02.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Березненко Микола Петрович;380838;Test Bank;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx Iд xxxx Березненко Микола Петрович о/б 1%-16,11грнУк. Пр.03.03.xxxx №259"
13763888;11.02.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Бiлокриницький Василь Степанович;351005;АКЦ.-КОМ.ІННОВ.БАНК"УКРСИББАНК",ХАРКІВ;1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx Iд xxxx Бiлокриницький Василь Степанович о/б 1%-16,11грнУк. Пр.07.11.xxxx №857"
13769096;11.02.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Кузнецов Юрiй Миколайович;322904;КИЇВСЬКА РЕГ.ДИРЕКЦІЯ (Ф) АППБ "АВАЛЬ";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx к/р xxxx Iд xxxx Кузнецов Юрiй Миколайович о/б 1%-16,11грнУк. Пр.07.11.xxxx №858"
13767896;11.02.2016;38621185;МОН України;820172;ДКСУ;xxxxxxxxxx;Михайленко Всеволод Євдокимович;300614;АТ "ІHДУСТРІАЛЬHО-ЕКСПОРТHИЙ БАHК";1627,11;"xxxxxxxxПрез.стип.вид.уч.за 02.xxxx Iд xxxx Михайленко Всеволод Євдокимович о/б 1%-16,11грнУк. Пр.29.11.xxxx №661"
